Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]"
Armenia,"ARM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.971","66.402","66.837","67.276","67.715","68.152","68.587","69.015","69.425","69.808","70.143","70.411","70.604","70.723","70.774","70.783","70.783","70.798","70.838","70.897","70.938","70.91","70.776","70.519","70.15","69.698","69.205","68.732","68.332","68.038","67.879","67.87","67.99","68.218","68.538","68.938","69.404","69.912","70.434","70.944","71.409","71.8","72.112","72.347","72.512","72.625","72.715","72.815","72.946","73.119","73.331","73.571","73.814","74.044","74.255","74.445","74.618","74.782",""
Aruba,"ABW","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","6472.50202920407","7885.79654466735","9764.78997879329","11392.4558105764","12307.3117378314","13496.0033851411","14046.5039965619","14936.827039276","16241.0463247117","16439.3563609282","16586.0684357542","17927.7496352086","19078.3431907515","19356.2033894901","20620.7006259175","20669.0319688645","20436.8871286309","20833.7616116694","22569.9749851801","23300.0395575696","24045.2724833547","25835.1326676284","27084.7036903653","24630.4537141023","23512.6025956397","24985.9932813737","24713.6980451285","25025.0995629083","25533.5697803984","25796.3802506382","25239.6004109932","25630.2664922069",""
Aruba,"ABW","Population, total","SP.POP.TOTL","54211","55438","56225","56695","57032","57360","57715","58055","58386","58726","59063","59440","59840","60243","60528","60657","60586","60366","60103","59980","60096","60567","61345","62201","62836","63026","62644","61833","61079","61032","62149","64622","68235","72504","76700","80324","83200","85451","87277","89005","90853","92898","94992","97017","98737","100031","100834","101222","101358","101455","101669","102046","102560","103159","103774","104341","104872","105366","105845"
Aruba,"ABW","Population, male","SP.POP.TOTL.MA.IN","26574","27184","27570","27788","27938","28092","28257","28424","28582","28738","28885","29039","29206","29354","29463","29507","29475","29377","29269","29227","29291","29520","29888","30289","30609","30723","30589","30262","29975","30039","30658","31929","33753","35871","37915","39616","40906","41836","42520","43149","43841","44646","45486","46310","47025","47575","47937","48138","48251","48342","48467","48646","48868","49114","49368","49598","49823","50030","50237"
Aruba,"ABW","Population, female","SP.POP.TOTL.FE.IN","27637","28254","28655","28907","29094","29268","29458","29631","29804","29988","30178","30401","30634","30889","31065","31150","31111","30989","30834","30753","30805","31047","31457","31912","32227","32303","32055","31571","31104","30993","31491","32693","34482","36633","38785","40708","42294","43615","44757","45856","47012","48252","49506","50707","51712","52456","52897","53084","53107","53113","53202","53400","53692","54045","54406","54743","55049","55336","55608"
Aruba,"ABW","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.662","66.074","66.444","66.787","67.113","67.435","67.762","68.095","68.436","68.784","69.14","69.498","69.851","70.191","70.519","70.833","71.14","71.441","71.736","72.023","72.293","72.538","72.751","72.929","73.071","73.181","73.262","73.325","73.378","73.425","73.468","73.509","73.544","73.573","73.598","73.622","73.646","73.671","73.7","73.738","73.787","73.853","73.937","74.038","74.156","74.287","74.429","74.576","74.725","74.872","75.016","75.158","75.299","75.44","75.582","75.725","75.867","76.01",""
Australia,"AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1807.78571021206","1874.83894028834","1851.84185074588","1964.1504696359","2128.06835509202","2277.65674202327","2340.43868460617","2576.2845085275","2720.08260948799","2986.94950744786","3299.84320663058","3489.95229368358","3943.7876390397","4763.72414678031","6473.16515297326","6994.30821815538","7476.74874774519","7765.07054434927","8242.07583168531","9281.52335605458","10194.3945390856","11833.8209924158","12766.5949486666","11518.6685192068","12431.9458488308","11437.7131376782","11364.3267992229","11624.4582135681","14254.6455959182","17798.0721043221","18211.1393093648","18821.2503388273","18569.5050433214","17633.9779519258","18045.8652617007","20319.6306283956","21861.32550987","23468.5968306374","21318.9641694318","20533.035061907","21679.2478424147","19490.8611097303","20082.4832672749","23447.0310006717","30430.6764374443","33999.2428575835","36044.9228108485","40960.0544948199","49601.6567082178","42772.3591664498","52022.1255961876","62517.8337471503","68012.1479005934","68150.1070413215","62510.7911705641","56748.4202606605","50019.9677677114","54093.6021908944","57305.2990162045"
Australia,"AUS","Population, total","SP.POP.TOTL","10276477","10483000","10742000","10950000","11167000","11388000","11651000","11799000","12009000","12263000","12507000","12937000","13177000","13380000","13723000","13893000","14033000","14192000","14358000","14514000","14692000","14927000","15178000","15369000","15544000","15758000","16018400","16263900","16532200","16814400","17065100","17284000","17495000","17667000","17855000","18072000","18311000","18517000","18711000","18926000","19153000","19413000","19651400","19895400","20127400","20394800","20697900","20827600","21249200","21691700","22031750","22340024","22733465","23128129","23475686","23815995","24190907","24601860","24992369"
Australia,"AUS","Population, male","SP.POP.TOTL.MA.IN","5191453","5292469","5419632","5520926","5626905","5735214","5865121","5937540","6041361","6167167","6287527","6500973","6618565","6716999","6884835","6964865","7028679","7101052","7176834","7248722","7333536","7449087","7574562","7671254","7759947","7867239","7996720","8118032","8249922","8387930","8509474","8614154","8714049","8794741","8885029","8992313","9113662","9221263","9324319","9437479","9555006","9686738","9805864","9927012","10043018","10178569","10334386","10405323","10622124","10847186","11017251","11166980","11355602","11542816","11706982","11869818","12052767","12255965","12450585"
Australia,"AUS","Population, female","SP.POP.TOTL.FE.IN","5085024","5190531","5322368","5429074","5540095","5652786","5785879","5861460","5967639","6095833","6219473","6436027","6558435","6663001","6838165","6928135","7004321","7090948","7181166","7265278","7358464","7477913","7603438","7697746","7784053","7890761","8021680","8145868","8282278","8426470","8555626","8669846","8780951","8872259","8969971","9079687","9197338","9295737","9386681","9488521","9597994","9726262","9845536","9968388","10084382","10216231","10363514","10422277","10627076","10844514","11014499","11173044","11377863","11585313","11768704","11946177","12138140","12345895","12541784"
Australia,"AUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.8170731707317","70.9731707317073","70.9424390243903","70.9117073170732","70.8809756097561","70.850243902439","70.819512195122","70.8692682926829","70.9190243902439","70.9687804878049","71.0185365853659","71.0682926829268","71.4575609756098","71.8468292682927","72.2360975609756","72.6253658536586","73.0146341463415","73.3443902439024","73.6741463414634","74.0039024390244","74.3336585365854","74.6634146341463","74.9048780487805","75.1463414634146","75.3878048780488","75.6292682926829","75.8707317073171","76.1517073170732","76.4326829268293","76.7136585365854","76.9946341463415","77.2756097560976","77.3780487804878","77.8780487804878","77.8780487804878","77.8292682926829","78.0780487804878","78.4804878048781","78.6317073170732","78.9317073170732","79.2341463414634","79.6341463414634","79.9365853658537","80.2390243902439","80.490243902439","80.8414634146341","81.0414634146342","81.2926829268293","81.3951219512195","81.5439024390244","81.6951219512195","81.8951219512195","82.0463414634146","82.1487804878049","82.3","82.4","82.4487804878049","82.4975609756098",""
Austria,"AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2058.76907922607","2380.97844333246","2924.04887110057","3890.72245647634","4630.7572070671","5285.62072414121","5678.38663782273","6810.6277286986","8205.46892702823","9793.76530724628","10869.5464236099","9385.24901832146","9410.34722457985","9537.40743056414","8991.06507601017","9172.09676880976","13083.0726978243","16392.7695665813","17578.6189397397","17468.9461918554","21680.9896863626","22410.9117362704","24880.164070125","24081.5278077646","25646.7006591684","30325.8495818396","29809.0767730821","26705.4785993891","27361.8751106437","27174.2971559775","24564.4582948404","24537.5142629883","26401.7454564357","32222.8972411655","36821.5214680093","38403.1338770715","40635.2818159724","46855.7717452095","51708.7657541758","47963.1794023217","46858.0432733717","51374.9584066934","48567.69528642","50716.7087062864","51717.4959405515","44176.6717431334","45103.3298149578","47380.8296365374","51512.9054751534"
Austria,"AUT","Population, total","SP.POP.TOTL","7047539","7086299","7129864","7175811","7223801","7270889","7322066","7376998","7415403","7441055","7467086","7500482","7544201","7586115","7599038","7578903","7565525","7568430","7562305","7549425","7549433","7568710","7574140","7561910","7561434","7564985","7569794","7574586","7585317","7619567","7677850","7754891","7840709","7905633","7936118","7948278","7959017","7968041","7976789","7992324","8011566","8042293","8081957","8121423","8171966","8227829","8268641","8295487","8321496","8343323","8363404","8391643","8429991","8479823","8546356","8642699","8736668","8797566","8847037"
Austria,"AUT","Population, male","SP.POP.TOTL.MA.IN","3282797","3303028","3325774","3349873","3375100","3400030","3426982","3455792","3476922","3492071","3507355","3526064","3549599","3572210","3581050","3574148","3570260","3573926","3573309","3569618","3572232","3584241","3589984","3587587","3590946","3596364","3602463","3608671","3618029","3639196","3672618","3715871","3764035","3802473","3824118","3836304","3847121","3856495","3865064","3876199","3888395","3905356","3925924","3945945","3971306","3999505","4020734","4035484","4050212","4063307","4075960","4093052","4115499","4143781","4180208","4231046","4280497","4313547","4340797"
Austria,"AUT","Population, female","SP.POP.TOTL.FE.IN","3764742","3783271","3804090","3825938","3848701","3870859","3895084","3921206","3938481","3948984","3959731","3974418","3994602","4013905","4017988","4004755","3995265","3994504","3988996","3979807","3977201","3984469","3984156","3974323","3970488","3968621","3967331","3965915","3967288","3980371","4005232","4039020","4076674","4103160","4112000","4111974","4111896","4111546","4111725","4116125","4123171","4136937","4156033","4175478","4200660","4228324","4247907","4260003","4271284","4280016","4287444","4298591","4314492","4336042","4366148","4411653","4456171","4484019","4506240"
Austria,"AUT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.5856097560976","69.5773170731707","69.309512195122","69.4436585365854","69.9219512195122","69.7221951219512","70.0458536585366","69.9178048780488","70.0575609756098","69.8331707317073","69.9146341463415","70.1146341463415","70.4634146341463","71.0146341463415","71.0121951219512","71.1146341463415","71.5658536585366","71.9146341463415","72.0121951219512","72.3121951219512","72.4634146341463","72.8121951219512","72.9609756097561","73.0121951219512","73.6121951219512","73.8146341463415","74.3170731707317","74.7682926829268","75.2170731707317","75.2658536585366","75.5682926829269","75.6170731707317","75.8170731707317","76.0682926829268","76.419512195122","76.6682926829268","76.8707317073171","77.319512195122","77.6707317073171","77.8756097560976","78.1268292682927","78.5756097560976","78.6780487804878","78.6317073170732","79.1804878048781","79.3317073170732","79.8804878048781","80.1804878048781","80.4317073170732","80.3317073170732","80.5804878048781","80.9829268292683","80.9365853658537","81.1365853658537","81.490243902439","81.190243902439","81.6414634146342","81.6414634146342",""
Azerbaijan,"AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.324491677","1209.23749284959","676.15151145252","529.813661843287","436.216868966934","397.198116117247","409.210755159618","505.563774721979","561.907035403795","573.893296585846","655.097432602586","703.683843432722","763.080637985358","883.64399654717","1045.00937916805","1578.40239029603","2473.08181863536","3851.43786871172","5574.60380218613","4950.29479142375","5842.80578358576","7189.69122920765","7496.29464768263","7875.75695254288","7891.31314749986","5500.32049702735","3880.73873089556","4147.08971569171","4721.17808673142"
Azerbaijan,"AZE","Population, total","SP.POP.TOTL","3895397","4030322","4171426","4315127","4456687","4592609","4721523","4843868","4960232","5071927","5180023","5284531","5385263","5483082","5579072","5674133","5768721","5863132","5957925","6053640","6150733","6249314","6349553","6452069","6557581","6666447","6778624","6893489","7010027","7126881","7159000","7271000","7382000","7495000","7597000","7685000","7763000","7838250","7913000","7982750","8048600","8111200","8171950","8234100","8306500","8391850","8484550","8581300","8763400","8947243","9054332","9173082","9295784","9416801","9535079","9649341","9757812","9854033","9942334"
Azerbaijan,"AZE","Population, male","SP.POP.TOTL.MA.IN","1863218","1932009","2003976","2077304","2149589","2219059","2285018","2347681","2407312","2464554","2519910","2573349","2624772","2674695","2723756","2772483","2821125","2869759","2918474","2967305","3016296","3065464","3114933","3165023","3216106","3268401","3321886","3376315","3431348","3486550","3500489","3553815","3606982","3661399","3710633","3753172","3790889","3827454","3864371","3899994","3935204","3970493","4006311","4043667","4086139","4134503","4185803","4238519","4333036","4428396","4485924","4549357","4614743","4679119","4741751","4801853","4858482","4908478","4954079"
Azerbaijan,"AZE","Population, female","SP.POP.TOTL.FE.IN","2032179","2098313","2167450","2237823","2307098","2373550","2436505","2496187","2552920","2607373","2660113","2711182","2760491","2808387","2855316","2901650","2947596","2993373","3039451","3086335","3134437","3183850","3234620","3287046","3341475","3398046","3456738","3517174","3578679","3640331","3658511","3717185","3775018","3833601","3886367","3931828","3972111","4010796","4048629","4082756","4113396","4140707","4165639","4190433","4220361","4257347","4298747","4342781","4430364","4518847","4568408","4623725","4681041","4737682","4793328","4847488","4899330","4945555","4988255"
Azerbaijan,"AZE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.035","61.257","61.47","61.679","61.89","62.104","62.322","62.539","62.751","62.953","63.141","63.31","63.457","63.583","63.688","63.776","63.852","63.922","63.992","64.069","64.161","64.28","64.424","64.587","64.759","64.913","65.016","65.053","65.021","64.935","64.827","64.745","64.731","64.81","64.991","65.256","65.573","65.899","66.207","66.491","66.763","67.054","67.391","67.791","68.249","68.75","69.269","69.774","70.238","70.646","70.987","71.26","71.478","71.656","71.8","71.921","72.026","72.123",""
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.23939204838","1651.28898476982","1752.85448101663","1867.02501228387","1994.38083200582","2144.7544025214","2322.68994821768","2556.65101842073","2804.33387615547","3215.09517923126","3178.84455205025","3297.50588018794","3322.16387617645","3696.07254416942","3416.1624891962","3156.23411824496","3328.51240740453","3617.43471621149","4131.46844816804","5533.43997592046","6340.72681168711","6624.838616795","7168.09577444319","7698.45924188303","8877.31979836728","9893.08417669176","10344.4524866432","11156.2820886994","11387.709081798","12163.6813608069","12356.4238963715","11919.7878992215","11686.6958113589","11406.6898096057","11814.5631983063","12238.3862033521","12708.730958032","22036.4841069328","23514.4203140432","26130.1018152634","27097.6108115725","27486.2367737544","28866.8010141065","28327.2708691945","28395.9246646221","30278.3669222647","30713.7052801382","31472.09897181","30627.2386311725","28552.1904783698","28443.4076553352","28006.3797183913","29485.6209294138","28944.7882168381","29563.746347465","31512.8565549457","31325.2948289503","31857.890145929",""
